unit_id,time_counter,longitude,latitude,altitude,converted_longitude,converted_latitude
1,0,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,0,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,0,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,0,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,0,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,0,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,0,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,0,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,0,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,0,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,0,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,0,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,0,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,0,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,0,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,0,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,0,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,0,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,0,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,0,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,0,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,1,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,1,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,1,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,1,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,1,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,1,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,1,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,1,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,1,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,1,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,1,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,1,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,1,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,1,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,1,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,1,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,1,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,1,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,1,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,1,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,1,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,2,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,2,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,2,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,2,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,2,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,2,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,2,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,2,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,2,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,2,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,2,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,2,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,2,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,2,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,2,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,2,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,2,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,2,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,2,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,2,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,2,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,3,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,3,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,3,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,3,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,3,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,3,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,3,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,3,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,3,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,3,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,3,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,3,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,3,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,3,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,3,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,3,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,3,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,3,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,3,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,3,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,3,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,4,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,4,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,4,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,4,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,4,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,4,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,4,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,4,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,4,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,4,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,4,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,4,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,4,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,4,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,4,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,4,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,4,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,4,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,4,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,4,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,4,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,5,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,5,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,5,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,5,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,5,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,5,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,5,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,5,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,5,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,5,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,5,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,5,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,5,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,5,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,5,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,5,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,5,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,5,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,5,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,5,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,5,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,6,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,6,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,6,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,6,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,6,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,6,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,6,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,6,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,6,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,6,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,6,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,6,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,6,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,6,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,6,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,6,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,6,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,6,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,6,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,6,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,6,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,7,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,7,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,7,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,7,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,7,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,7,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,7,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,7,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,7,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,7,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,7,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,7,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,7,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,7,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,7,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,7,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,7,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,7,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,7,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,7,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,7,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,8,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,8,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,8,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,8,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,8,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,8,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,8,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,8,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,8,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,8,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,8,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,8,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,8,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,8,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,8,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,8,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,8,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,8,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,8,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,8,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,8,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
1,9,121.51033782958984,25.046144485473633,100.0,11660.708660494536,1341.4054789021611
17,9,121.5136947631836,25.04018783569336,29.456829071044922,6618.127387586981,5897.756883383729
2,9,121.510986328125,25.04594612121582,110.0,11621.539027944207,1973.016591977328
18,9,121.51351165771484,25.04018783569336,29.681493759155273,6574.200850531459,5734.039625168778
3,9,121.51021575927734,25.0455265045166,120.0,11024.725627295673,1393.5726289795712
19,9,121.51351165771484,25.040000915527344,29.69151496887207,6390.69322656095,5782.831523042172
4,9,121.51084899902344,25.045455932617188,128.0,11107.354743927717,1978.1829111212865
5,9,121.5097427368164,25.045955657958984,29.48358154296875,11332.567264322191,858.6141641158611
21,9,121.5136947631836,25.04027557373047,29.458768844604492,6704.263619244099,5874.854563973844
6,9,121.50993347167969,25.0459041595459,29.4838924407959,11327.765850823373,1042.595640482381
7,9,121.51011657714844,25.045856475830078,29.48432731628418,11324.879218500108,1218.7598114199936
23,9,121.51378631591797,25.040557861328125,29.45315170288086,7003.36085049808,5883.0274697477
8,9,121.51029968261719,25.045806884765625,29.484769821166992,11320.120059400797,1395.4218588517979
9,9,121.51083374023438,25.04647445678711,29.486501693725586,12103.623497128487,1698.6737505113706
10,9,121.51077270507812,25.046342849731445,29.487070083618164,11959.776970621198,1678.4548102216795
11,9,121.5107421875,25.04621696472168,29.48644256591797,11828.869113951921,1684.028450107202
12,9,121.51070404052734,25.046072006225586,29.48579216003418,11677.405717145652,1687.7593026561663
13,9,121.51107788085938,25.04642105102539,29.486553192138672,12109.761463493109,1930.9039703663439
14,9,121.51123809814453,25.046384811401367,29.487123489379883,12112.61917469278,2083.6162249734625
15,9,121.51136016845703,25.046367645263672,29.487688064575195,12125.050791751593,2197.2419523634017
16,9,121.51148986816406,25.046340942382812,29.48822021484375,12129.950047314167,2320.178614708595
